sku_id,category,base_price,cost,base_margin_pct,seller_tier,is_luxury,initial_stock
SKU00437,Home & Living,780.43,531.91,0.318,Mid,False,125
SKU00438,Electronics,476.04,394.89,0.17,Mid,False,56
SKU00439,Electronics,2223.0,1809.43,0.186,Small,False,58
SKU00440,Apparel,2899.37,2205.49,0.239,Small,False,65
SKU00441,Beauty,3268.9,2663.1,0.185,Small,False,464
SKU00442,Electronics,1133.9,903.87,0.203,Small,False,269
SKU00443,Lifestyle,1912.79,1075.31,0.438,Small,False,165
SKU00444,Beauty,1534.4,1020.61,0.335,Mid,False,166
SKU00445,Apparel,2087.15,1401.05,0.329,Mid,False,277
SKU00446,Lifestyle,1095.42,825.51,0.246,Mid,False,350
SKU00447,Apparel,401.47,234.75,0.415,Mid,False,473
SKU00448,Beauty,1005.46,825.22,0.179,Top,False,315
SKU00449,Home & Living,1288.6,882.25,0.315,Top,False,482
SKU00450,Beauty,4575.65,2685.45,0.413,Small,False,298
SKU00451,Home & Living,873.83,703.92,0.194,Mid,False,448
SKU00452,Electronics,1191.24,764.65,0.358,Small,False,207
SKU00453,Electronics,951.19,688.45,0.276,Small,False,42
SKU00454,Electronics,356.39,258.26,0.275,Mid,False,332
SKU00455,Beauty,1586.41,1116.05,0.296,Mid,False,440
SKU00456,Home & Living,147.58,96.48,0.346,Mid,False,176
SKU00457,Apparel,2770.18,2018.9,0.271,Mid,False,411
SKU00458,Apparel,671.25,413.07,0.385,Small,False,407
SKU00459,Beauty,1022.61,604.09,0.409,Top,False,382
SKU00460,Apparel,1397.31,835.6,0.402,Top,False,418
SKU00461,Apparel,1037.58,685.96,0.339,Mid,False,153
SKU00462,Lifestyle,960.13,766.2,0.202,Small,False,96
SKU00463,Lifestyle,985.46,699.36,0.29,Mid,False,328
SKU00464,Home & Living,1374.1,937.32,0.318,Mid,False,435
SKU00465,Lifestyle,1024.7,771.82,0.247,Mid,False,158
SKU00466,Apparel,347.26,227.17,0.346,Small,False,416
SKU00467,Lifestyle,132.1,112.04,0.152,Small,False,123
SKU00468,Electronics,1590.97,1253.3,0.212,Mid,False,360
SKU00469,Beauty,1439.14,1183.09,0.178,Mid,False,373
SKU00470,Lifestyle,1837.89,1304.93,0.29,Small,False,168
SKU00471,Lifestyle,581.11,438.29,0.246,Mid,False,31
SKU00472,Home & Living,1062.41,886.83,0.165,Small,False,127
SKU00473,Apparel,1226.57,812.72,0.337,Mid,False,235
SKU00474,Apparel,2308.78,1689.4,0.268,Small,False,484
SKU00475,Home & Living,957.04,763.96,0.202,Small,False,279
SKU00476,Home & Living,1256.64,870.78,0.307,Small,False,347
SKU00477,Home & Living,2541.22,2078.53,0.182,Top,False,313
SKU00478,Electronics,1698.22,949.71,0.441,Small,False,208
SKU00479,Home & Living,985.14,745.08,0.244,Small,False,73
SKU00480,Apparel,732.85,542.14,0.26,Small,False,188
SKU00481,Electronics,4287.26,2736.93,0.362,Top,False,84
SKU00482,Electronics,3015.05,2230.75,0.26,Top,False,160
SKU00483,Lifestyle,1746.62,1362.08,0.22,Small,False,213
SKU00484,Beauty,2575.29,1724.75,0.33,Small,False,279
SKU00485,Apparel,858.27,500.63,0.417,Small,False,309
SKU00486,Beauty,644.84,374.19,0.42,Small,False,164
SKU00487,Apparel,1694.51,957.51,0.435,Top,False,130
SKU00488,Electronics,4234.24,3425.59,0.191,Mid,False,234
SKU00489,Home & Living,1941.73,1255.23,0.354,Mid,False,340
SKU00490,Apparel,856.36,527.33,0.384,Top,False,294
SKU00491,Lifestyle,89.31,64.82,0.274,Small,False,71
SKU00492,Lifestyle,1158.45,820.05,0.292,Mid,False,385
SKU00493,Home & Living,1208.36,853.16,0.294,Mid,False,490
SKU00494,Lifestyle,2991.48,2005.59,0.33,Mid,False,309
SKU00495,Beauty,657.53,509.32,0.225,Mid,True,368
SKU00496,Beauty,1129.62,714.88,0.367,Small,False,325
SKU00497,Apparel,1467.9,843.77,0.425,Small,False,126
SKU00498,Electronics,1740.27,1397.11,0.197,Mid,False,119
SKU00499,Home & Living,914.04,606.19,0.337,Small,False,198
SKU00500,Beauty,1670.3,1262.92,0.244,Mid,False,494
SKU00501,Home & Living,509.71,319.22,0.374,Small,False,120
SKU00502,Home & Living,1388.72,1080.86,0.222,Small,False,450
SKU00503,Home & Living,862.2,638.29,0.26,Small,False,420
SKU00504,Apparel,248.37,207.9,0.163,Small,False,322
SKU00505,Beauty,2763.67,1522.41,0.449,Small,False,248
SKU00506,Home & Living,1656.41,1333.58,0.195,Mid,False,348
SKU00507,Home & Living,1954.25,1541.65,0.211,Small,False,256
SKU00508,Electronics,5689.64,3362.46,0.409,Small,False,293
SKU00509,Lifestyle,759.78,549.89,0.276,Top,False,254
SKU00510,Apparel,4815.1,2732.22,0.433,Mid,False,63
SKU00511,Beauty,420.68,346.35,0.177,Small,False,417
SKU00512,Apparel,1879.19,1311.41,0.302,Mid,False,201
SKU00513,Electronics,3276.49,1843.02,0.438,Mid,False,340
SKU00514,Electronics,2683.33,2098.89,0.218,Small,False,123
SKU00515,Beauty,1203.6,689.56,0.427,Mid,False,440
SKU00516,Electronics,4813.48,2672.76,0.445,Mid,False,52
SKU00517,Lifestyle,1653.63,1192.59,0.279,Small,False,392
SKU00518,Lifestyle,374.87,315.74,0.158,Small,False,476
SKU00519,Apparel,1345.78,857.72,0.363,Mid,False,123
SKU00520,Beauty,2515.8,1555.95,0.382,Mid,False,98
SKU00521,Beauty,1972.43,1670.77,0.153,Mid,False,487
SKU00522,Apparel,4129.82,3464.22,0.161,Top,False,78
SKU00523,Lifestyle,1947.06,1565.74,0.196,Mid,False,358
SKU00524,Beauty,1223.15,970.37,0.207,Small,False,431
SKU00525,Lifestyle,2703.5,1923.93,0.288,Top,False,193
SKU00526,Beauty,487.21,289.5,0.406,Top,False,478
SKU00527,Beauty,258.92,201.52,0.222,Mid,False,65
SKU00528,Beauty,562.45,355.7,0.368,Small,False,221
SKU00529,Beauty,6241.11,5050.23,0.191,Mid,False,127
SKU00530,Home & Living,287.82,243.02,0.156,Small,False,30
SKU00531,Apparel,543.7,402.86,0.259,Mid,False,206
SKU00532,Home & Living,1281.33,923.66,0.279,Mid,False,108
SKU00533,Home & Living,667.29,369.62,0.446,Top,False,127
SKU00534,Lifestyle,632.5,520.15,0.178,Small,False,126
SKU00535,Apparel,2316.34,1811.21,0.218,Mid,False,446
SKU00536,Lifestyle,775.52,464.39,0.401,Small,False,361
SKU00537,Home & Living,2484.73,1951.32,0.215,Mid,False,175
SKU00538,Electronics,2645.4,1958.41,0.26,Mid,False,271
SKU00539,Beauty,3034.71,1900.17,0.374,Mid,False,383
SKU00540,Lifestyle,1054.3,617.35,0.414,Mid,False,267
SKU00541,Home & Living,994.26,699.78,0.296,Mid,False,342
SKU00542,Apparel,1635.62,1269.7,0.224,Small,False,110
SKU00543,Electronics,5413.51,3652.39,0.325,Small,False,276
SKU00544,Beauty,215.9,178.22,0.175,Mid,False,222
SKU00545,Lifestyle,1423.53,878.98,0.383,Mid,False,275
SKU00546,Apparel,500.59,362.44,0.276,Small,False,422
SKU00547,Beauty,2020.49,1623.98,0.196,Mid,False,298
SKU00548,Apparel,885.36,619.1,0.301,Mid,False,60
SKU00549,Electronics,1417.75,1050.29,0.259,Mid,False,397
SKU00550,Home & Living,1071.53,752.3,0.298,Mid,False,299
SKU00551,Home & Living,593.12,472.98,0.203,Small,False,452
SKU00552,Apparel,2639.81,1675.6,0.365,Mid,True,273
SKU00553,Apparel,6944.32,3947.15,0.432,Mid,False,187
SKU00554,Electronics,3972.39,2547.33,0.359,Mid,False,22
SKU00555,Home & Living,2424.42,1799.38,0.258,Mid,False,416
SKU00556,Apparel,483.93,310.14,0.359,Mid,False,430
SKU00557,Electronics,1501.19,1275.81,0.15,Mid,False,35
SKU00558,Lifestyle,517.24,345.49,0.332,Small,False,260
SKU00559,Apparel,3313.14,1842.77,0.444,Mid,False,484
SKU00560,Home & Living,667.88,375.83,0.437,Mid,False,343
SKU00561,Home & Living,477.31,342.72,0.282,Small,False,210
SKU00562,Apparel,1302.3,860.54,0.339,Small,False,123
SKU00563,Beauty,715.89,400.37,0.441,Top,False,89
SKU00564,Electronics,4250.08,3585.19,0.156,Small,False,82
SKU00565,Lifestyle,566.94,405.24,0.285,Mid,False,493
SKU00566,Beauty,4485.9,3525.3,0.214,Small,False,358
SKU00567,Lifestyle,1227.33,901.81,0.265,Small,False,266
SKU00568,Electronics,1544.28,1175.91,0.239,Small,False,396
SKU00569,Apparel,154.7,99.42,0.357,Mid,False,259
SKU00570,Home & Living,2944.07,2107.4,0.284,Mid,False,398
SKU00571,Home & Living,1590.49,1173.0,0.262,Mid,False,41
SKU00572,Lifestyle,2245.35,1771.59,0.211,Mid,False,459
SKU00573,Home & Living,340.82,204.1,0.401,Mid,False,31
SKU00574,Electronics,3451.45,2215.94,0.358,Mid,False,420
SKU00575,Home & Living,2241.74,1640.17,0.268,Mid,False,52
SKU00576,Electronics,1724.27,1172.21,0.32,Small,False,216
SKU00577,Beauty,668.67,564.77,0.155,Small,False,234
SKU00578,Beauty,367.86,248.49,0.324,Small,False,48
SKU00579,Electronics,1956.81,1649.85,0.157,Mid,False,77
SKU00580,Beauty,807.51,541.9,0.329,Small,False,444
SKU00581,Electronics,1057.0,773.35,0.268,Small,False,310
SKU00582,Electronics,2059.88,1310.57,0.364,Small,False,41
SKU00583,Beauty,387.23,320.49,0.172,Top,False,167
SKU00584,Apparel,1317.74,971.3,0.263,Small,False,309
SKU00585,Lifestyle,2239.21,1534.32,0.315,Small,False,345
SKU00586,Electronics,401.82,253.68,0.369,Small,False,432
SKU00587,Beauty,898.43,659.16,0.266,Mid,False,424
SKU00588,Electronics,893.65,649.04,0.274,Small,False,44
SKU00589,Beauty,330.89,274.93,0.169,Small,False,157
SKU00590,Apparel,3430.23,2750.84,0.198,Mid,False,195
SKU00591,Lifestyle,3895.05,2524.43,0.352,Small,False,360
SKU00592,Home & Living,989.09,672.79,0.32,Mid,False,112
SKU00593,Apparel,1235.01,927.74,0.249,Small,False,58
SKU00594,Beauty,295.37,240.21,0.187,Small,True,82
SKU00595,Apparel,821.15,556.27,0.323,Mid,False,35
SKU00596,Beauty,1747.56,1459.99,0.165,Small,False,294
SKU00597,Apparel,2082.14,1393.44,0.331,Small,False,110
SKU00598,Apparel,574.54,327.8,0.429,Mid,False,409
SKU00599,Lifestyle,1979.23,1632.03,0.175,Small,False,357
SKU00600,Lifestyle,732.67,502.83,0.314,Small,False,382
SKU00601,Lifestyle,998.27,709.28,0.289,Mid,False,354
SKU00602,Beauty,2766.68,2206.21,0.203,Mid,False,204
SKU00603,Electronics,528.06,364.81,0.309,Top,False,495
SKU00604,Beauty,3672.65,2862.21,0.221,Mid,False,404
SKU00605,Home & Living,1034.57,813.13,0.214,Small,False,261
SKU00606,Home & Living,447.93,355.76,0.206,Small,False,310
SKU00607,Home & Living,4462.42,2795.55,0.374,Small,False,397
SKU00608,Home & Living,204.23,160.69,0.213,Mid,False,51
SKU00609,Home & Living,1576.59,1043.79,0.338,Mid,False,355
SKU00610,Home & Living,2680.54,1556.78,0.419,Mid,False,128
SKU00611,Apparel,1341.76,1010.46,0.247,Small,False,470
SKU00612,Apparel,778.16,431.08,0.446,Mid,False,106
SKU00613,Beauty,436.22,255.3,0.415,Mid,True,469
SKU00614,Apparel,1813.13,1426.62,0.213,Mid,False,433
SKU00615,Beauty,566.85,329.68,0.418,Mid,False,47
SKU00616,Electronics,730.77,438.52,0.4,Mid,False,146
SKU00617,Electronics,4527.88,3055.11,0.325,Mid,False,38
SKU00618,Lifestyle,5316.18,3580.76,0.326,Small,False,432
SKU00619,Apparel,2252.82,1665.79,0.261,Small,False,452
SKU00620,Apparel,824.49,684.28,0.17,Mid,False,36
SKU00621,Electronics,3974.54,2429.62,0.389,Small,False,328
SKU00622,Lifestyle,828.87,607.89,0.267,Small,False,270
SKU00623,Apparel,5067.78,3834.23,0.243,Mid,True,175
SKU00624,Lifestyle,2152.83,1670.15,0.224,Mid,False,105
SKU00625,Home & Living,188.5,148.44,0.213,Mid,False,358
SKU00626,Home & Living,861.14,578.14,0.329,Mid,False,158
SKU00627,Beauty,2691.1,2208.13,0.179,Mid,False,41
SKU00628,Apparel,693.61,419.3,0.395,Small,False,135
SKU00629,Lifestyle,856.28,677.44,0.209,Mid,False,467
SKU00630,Home & Living,588.23,331.09,0.437,Mid,False,22
SKU00631,Apparel,606.85,401.05,0.339,Mid,False,141
SKU00632,Electronics,1725.52,1430.09,0.171,Mid,False,405
SKU00633,Lifestyle,851.13,673.54,0.209,Small,False,226
SKU00634,Beauty,994.8,720.54,0.276,Mid,False,387
SKU00635,Lifestyle,1069.36,633.17,0.408,Small,False,211
SKU00636,Lifestyle,3090.61,2058.3,0.334,Small,False,402
SKU00637,Home & Living,1329.5,1033.84,0.222,Small,False,83
SKU00638,Lifestyle,1190.53,959.3,0.194,Small,False,81
SKU00639,Beauty,4252.24,2684.37,0.369,Mid,False,59
SKU00640,Apparel,839.93,679.04,0.192,Small,False,414
SKU00641,Beauty,1194.6,794.22,0.335,Small,False,243
SKU00642,Apparel,681.49,487.13,0.285,Small,False,470
SKU00643,Lifestyle,390.44,237.11,0.393,Small,False,288
SKU00644,Lifestyle,488.68,389.54,0.203,Top,False,456
SKU00645,Home & Living,1768.45,1072.24,0.394,Top,False,376
SKU00646,Lifestyle,1836.09,1092.81,0.405,Mid,False,184
SKU00647,Electronics,2645.52,1485.97,0.438,Small,False,409
SKU00648,Apparel,285.98,174.54,0.39,Small,False,474
SKU00649,Home & Living,1307.41,816.74,0.375,Small,False,275
SKU00650,Home & Living,1287.79,1027.65,0.202,Small,False,464
SKU00651,Lifestyle,1342.97,1140.57,0.151,Mid,False,162
SKU00652,Electronics,2574.69,1661.79,0.355,Small,False,478
SKU00653,Apparel,1306.16,840.95,0.356,Small,False,185
SKU00654,Beauty,3142.73,2592.69,0.175,Small,False,202
SKU00655,Home & Living,2356.39,1737.56,0.263,Small,False,157
SKU00656,Apparel,5033.12,2872.9,0.429,Small,False,469
SKU00657,Lifestyle,338.51,246.79,0.271,Small,False,129
SKU00658,Apparel,642.39,472.52,0.264,Small,False,168
SKU00659,Home & Living,2446.76,1870.62,0.235,Small,False,222
SKU00660,Home & Living,1551.86,1241.25,0.2,Mid,False,201
SKU00661,Apparel,4806.98,3649.17,0.241,Small,False,358
SKU00662,Lifestyle,1002.96,795.43,0.207,Mid,False,123
SKU00663,Lifestyle,4902.03,3927.56,0.199,Mid,False,423
SKU00664,Lifestyle,653.92,364.55,0.443,Mid,False,226
SKU00665,Home & Living,456.48,306.1,0.329,Mid,False,312
SKU00666,Home & Living,11583.22,8603.71,0.257,Top,False,94
SKU00667,Apparel,688.91,385.46,0.44,Mid,False,147
SKU00668,Lifestyle,886.33,552.97,0.376,Small,False,254
SKU00669,Electronics,3309.41,2104.64,0.364,Small,False,438
SKU00670,Electronics,1050.95,646.2,0.385,Small,False,242
SKU00671,Home & Living,2596.07,1476.43,0.431,Mid,False,250
SKU00672,Apparel,908.38,607.51,0.331,Small,False,432
SKU00673,Beauty,586.83,359.87,0.387,Mid,False,377
SKU00674,Home & Living,867.49,496.59,0.428,Mid,False,103
SKU00675,Home & Living,256.21,202.27,0.211,Mid,False,411
SKU00676,Electronics,1381.12,768.12,0.444,Small,False,47
SKU00677,Apparel,694.27,425.69,0.387,Small,False,467
SKU00678,Beauty,1156.2,978.17,0.154,Mid,False,50
SKU00679,Electronics,5898.92,3487.11,0.409,Small,False,443
SKU00680,Electronics,2506.52,1612.96,0.356,Top,False,335
SKU00681,Apparel,937.56,601.86,0.358,Small,False,203
SKU00682,Apparel,513.53,311.82,0.393,Mid,False,479
SKU00683,Lifestyle,717.99,510.78,0.289,Small,False,356
SKU00684,Lifestyle,1905.44,1585.57,0.168,Top,False,488
SKU00685,Apparel,958.94,666.42,0.305,Small,False,246
SKU00686,Lifestyle,3909.01,2294.47,0.413,Small,False,206
SKU00687,Lifestyle,823.08,687.63,0.165,Mid,False,486
SKU00688,Lifestyle,786.73,553.75,0.296,Small,False,329
SKU00689,Electronics,373.74,279.74,0.252,Mid,False,441
SKU00690,Home & Living,1995.78,1196.65,0.4,Small,False,150
SKU00691,Beauty,644.93,534.09,0.172,Small,False,204
SKU00692,Lifestyle,1947.73,1218.97,0.374,Small,False,275
SKU00693,Beauty,2569.68,2026.91,0.211,Mid,False,444
SKU00694,Electronics,2335.98,1649.25,0.294,Small,False,402
SKU00695,Electronics,3067.92,2377.88,0.225,Mid,False,404
SKU00696,Apparel,2672.95,1545.32,0.422,Mid,False,128
SKU00697,Home & Living,1752.43,1376.96,0.214,Small,False,248
SKU00698,Apparel,1156.37,899.86,0.222,Mid,False,229
SKU00699,Apparel,1333.48,883.75,0.337,Small,False,190
SKU00700,Beauty,1144.5,699.67,0.389,Mid,False,135
SKU00701,Lifestyle,3412.66,2003.3,0.413,Small,False,433
SKU00702,Apparel,867.53,591.18,0.319,Small,False,246
SKU00703,Lifestyle,595.65,410.82,0.31,Small,False,460
SKU00704,Beauty,407.05,336.51,0.173,Small,False,61
SKU00705,Apparel,651.64,509.47,0.218,Mid,False,360
SKU00706,Home & Living,1332.11,1103.26,0.172,Mid,False,121
SKU00707,Beauty,1081.61,846.44,0.217,Mid,False,324
SKU00708,Electronics,5639.78,3598.93,0.362,Top,False,378
SKU00709,Electronics,7068.45,4561.02,0.355,Small,False,138
SKU00710,Apparel,2199.79,1544.03,0.298,Mid,False,183
SKU00711,Home & Living,2015.44,1707.14,0.153,Mid,False,374
SKU00712,Beauty,3248.32,2091.75,0.356,Small,False,323
SKU00713,Home & Living,1669.27,949.05,0.431,Top,False,419
SKU00714,Lifestyle,858.64,542.56,0.368,Mid,False,256
SKU00715,Apparel,267.34,184.81,0.309,Small,False,467
SKU00716,Electronics,2015.87,1215.89,0.397,Mid,False,214
SKU00717,Lifestyle,1662.56,1119.5,0.327,Mid,False,370
SKU00718,Apparel,409.04,317.92,0.223,Mid,False,387
SKU00719,Electronics,1338.2,873.35,0.347,Mid,False,452
SKU00720,Home & Living,674.22,405.88,0.398,Mid,False,391
SKU00721,Electronics,433.16,315.7,0.271,Mid,False,296
SKU00722,Apparel,946.57,631.4,0.333,Mid,True,383
SKU00723,Lifestyle,1544.63,1229.98,0.204,Small,False,170
SKU00724,Lifestyle,1173.33,789.95,0.327,Small,False,199
SKU00725,Beauty,1452.63,844.47,0.419,Small,False,75
SKU00726,Beauty,1499.44,1087.88,0.274,Mid,False,21
SKU00727,Lifestyle,1059.32,751.79,0.29,Mid,False,109
SKU00728,Lifestyle,843.86,653.53,0.226,Small,False,400
SKU00729,Home & Living,948.59,620.62,0.346,Top,False,71
SKU00730,Beauty,1434.08,1014.0,0.293,Mid,False,404
SKU00731,Electronics,449.65,358.4,0.203,Small,False,185
SKU00732,Home & Living,2277.15,1794.8,0.212,Mid,False,292
SKU00733,Electronics,593.14,475.86,0.198,Mid,False,258
SKU00734,Beauty,103.75,75.01,0.277,Small,False,434
SKU00735,Electronics,2329.11,1652.44,0.291,Top,False,24
SKU00736,Electronics,2864.87,1790.35,0.375,Small,False,261
SKU00737,Home & Living,3970.02,2265.04,0.429,Mid,False,394
SKU00738,Apparel,1490.73,1165.86,0.218,Top,False,438
SKU00739,Apparel,174.08,139.28,0.2,Small,False,164
SKU00740,Home & Living,2496.95,2094.14,0.161,Mid,False,183
SKU00741,Apparel,2524.08,1441.33,0.429,Mid,False,206
SKU00742,Beauty,2799.04,2301.3,0.178,Mid,False,371
SKU00743,Home & Living,297.73,208.63,0.299,Small,False,220
SKU00744,Electronics,2586.8,2071.9,0.199,Top,False,383
SKU00745,Home & Living,2993.15,2008.29,0.329,Small,False,165
SKU00746,Beauty,3137.94,2461.05,0.216,Mid,False,401
SKU00747,Beauty,1129.19,907.19,0.197,Mid,False,426
SKU00748,Apparel,2728.77,1855.92,0.32,Mid,False,476
SKU00749,Electronics,467.09,262.4,0.438,Mid,False,158
SKU00750,Lifestyle,1836.33,1393.79,0.241,Mid,False,356
SKU00751,Lifestyle,2847.41,2254.09,0.208,Small,False,487
SKU00752,Apparel,389.44,286.55,0.264,Mid,False,412
SKU00753,Lifestyle,2789.58,1635.02,0.414,Small,False,298
SKU00754,Beauty,2387.37,1948.42,0.184,Mid,False,234
SKU00755,Apparel,769.31,519.63,0.325,Small,False,333
SKU00756,Electronics,1525.55,1207.46,0.209,Top,False,374
SKU00757,Lifestyle,679.19,378.39,0.443,Small,False,192
SKU00758,Electronics,1225.58,771.32,0.371,Mid,False,277
SKU00759,Home & Living,621.81,349.34,0.438,Small,False,37
SKU00760,Home & Living,918.53,706.67,0.231,Small,False,460
SKU00761,Lifestyle,931.1,676.45,0.273,Mid,False,265
SKU00762,Apparel,970.39,613.84,0.367,Small,False,282
SKU00763,Beauty,326.04,188.44,0.422,Mid,False,82
SKU00764,Electronics,2099.08,1296.86,0.382,Small,False,344
SKU00765,Beauty,315.54,200.03,0.366,Mid,False,199
SKU00766,Apparel,1985.49,1355.36,0.317,Mid,False,449
SKU00767,Apparel,594.01,379.52,0.361,Small,False,300
SKU00768,Electronics,1204.41,792.89,0.342,Mid,False,291
SKU00769,Beauty,1285.33,837.08,0.349,Small,False,393
SKU00770,Electronics,5268.26,4297.98,0.184,Small,False,439
SKU00771,Beauty,1276.41,1037.13,0.187,Small,False,307
SKU00772,Home & Living,526.88,352.53,0.331,Mid,False,145
SKU00773,Apparel,1217.4,712.4,0.415,Mid,False,182
SKU00774,Apparel,94.19,76.28,0.19,Mid,False,341
SKU00775,Apparel,5427.43,4068.45,0.25,Small,False,442
SKU00776,Home & Living,466.39,352.93,0.243,Small,False,394
SKU00777,Beauty,1559.66,976.46,0.374,Mid,False,499
SKU00778,Electronics,13965.27,8562.05,0.387,Small,False,405
SKU00779,Lifestyle,562.04,357.65,0.364,Top,False,350
SKU00780,Home & Living,1015.39,657.26,0.353,Small,False,388
SKU00781,Home & Living,1727.95,1118.24,0.353,Small,False,393
SKU00782,Electronics,1913.22,1086.68,0.432,Mid,False,41
SKU00783,Beauty,591.13,501.91,0.151,Mid,False,31
SKU00784,Electronics,2630.12,1813.73,0.31,Top,False,371
SKU00785,Home & Living,951.53,745.27,0.217,Small,False,183
SKU00786,Beauty,2672.65,1707.23,0.361,Small,False,304
SKU00787,Home & Living,392.98,219.05,0.443,Mid,False,129
SKU00788,Beauty,1293.36,944.51,0.27,Mid,False,351
SKU00789,Beauty,2023.64,1716.7,0.152,Small,False,448
SKU00790,Lifestyle,1753.3,1461.86,0.166,Mid,False,499
SKU00791,Lifestyle,526.36,359.35,0.317,Top,False,415
SKU00792,Electronics,1481.19,1110.18,0.25,Small,False,218
SKU00793,Beauty,935.46,603.82,0.355,Small,False,275
SKU00794,Lifestyle,78.06,45.7,0.415,Top,False,306
SKU00795,Electronics,795.66,459.6,0.422,Small,False,416
SKU00796,Home & Living,1153.07,829.89,0.28,Small,False,345
SKU00797,Home & Living,3479.81,2946.18,0.153,Mid,False,91
SKU00798,Beauty,419.09,270.09,0.356,Top,False,73
SKU00799,Apparel,2351.77,1995.88,0.151,Small,False,77
SKU00800,Apparel,1075.68,694.34,0.355,Mid,False,27
SKU00801,Electronics,2622.14,1543.12,0.412,Small,False,223
SKU00802,Apparel,472.21,296.09,0.373,Small,False,294
SKU00803,Lifestyle,388.49,216.66,0.442,Mid,False,71
SKU00804,Apparel,1432.73,1130.36,0.211,Mid,False,219
SKU00805,Home & Living,957.79,695.04,0.274,Small,False,39
SKU00806,Lifestyle,455.74,364.47,0.2,Small,False,226
SKU00807,Apparel,1691.97,1346.84,0.204,Top,False,467
SKU00808,Apparel,361.92,264.05,0.27,Small,False,374
SKU00809,Home & Living,3567.52,2352.59,0.341,Small,False,336
SKU00810,Home & Living,1582.9,1203.21,0.24,Small,False,159
SKU00811,Apparel,741.3,578.18,0.22,Small,False,137
SKU00812,Lifestyle,882.98,732.16,0.171,Small,False,141
SKU00813,Apparel,1190.56,1001.02,0.159,Mid,False,486
SKU00814,Beauty,457.01,274.12,0.4,Top,False,470
SKU00815,Apparel,397.46,232.33,0.415,Small,False,125
SKU00816,Lifestyle,259.27,190.54,0.265,Mid,False,441
SKU00817,Apparel,3544.37,2093.33,0.409,Mid,False,460
SKU00818,Lifestyle,626.97,454.25,0.275,Mid,False,327
SKU00819,Electronics,2942.63,1652.07,0.439,Small,False,237
SKU00820,Electronics,952.31,535.76,0.437,Mid,False,208
SKU00821,Apparel,2422.31,1724.89,0.288,Top,False,353
SKU00822,Beauty,636.89,383.17,0.398,Small,False,270
SKU00823,Apparel,546.04,454.23,0.168,Small,False,151
SKU00824,Electronics,2296.04,1479.8,0.355,Small,False,287
SKU00825,Home & Living,568.14,472.84,0.168,Mid,False,461
SKU00826,Home & Living,2052.21,1329.23,0.352,Mid,False,63
SKU00827,Beauty,1417.34,1026.43,0.276,Small,False,52
SKU00828,Beauty,131.89,103.64,0.214,Small,False,265
SKU00829,Beauty,623.8,367.83,0.41,Mid,False,392
SKU00830,Beauty,1964.87,1155.6,0.412,Mid,False,441
SKU00831,Electronics,1230.31,979.51,0.204,Small,False,229
SKU00832,Electronics,1880.19,1318.13,0.299,Top,False,469
SKU00833,Home & Living,2699.1,1969.18,0.27,Mid,False,163
SKU00834,Home & Living,1582.41,948.48,0.401,Mid,False,198
SKU00835,Lifestyle,356.78,202.61,0.432,Small,False,61
SKU00836,Electronics,2527.72,2025.14,0.199,Small,False,397
SKU00837,Beauty,377.92,228.77,0.395,Mid,False,25
SKU00838,Apparel,845.24,681.64,0.194,Small,False,27
SKU00839,Home & Living,1015.17,577.24,0.431,Top,False,362
SKU00840,Apparel,391.67,332.28,0.152,Mid,False,346
SKU00841,Beauty,5381.35,3033.34,0.436,Small,False,459
SKU00842,Apparel,1611.42,1339.22,0.169,Small,False,387
SKU00843,Lifestyle,2421.79,1366.11,0.436,Small,False,62
SKU00844,Apparel,2090.42,1197.87,0.427,Top,False,198
SKU00845,Electronics,1372.48,1023.72,0.254,Small,False,87
SKU00846,Beauty,3190.42,1848.94,0.42,Small,False,483
SKU00847,Home & Living,979.88,588.76,0.399,Top,False,357
SKU00848,Lifestyle,442.09,333.01,0.247,Small,False,389
SKU00849,Electronics,1544.04,1140.0,0.262,Small,False,166
SKU00850,Home & Living,3182.38,1980.08,0.378,Small,False,393
SKU00851,Lifestyle,6332.0,4887.7,0.228,Small,False,459
SKU00852,Lifestyle,866.74,563.6,0.35,Small,False,367
SKU00853,Lifestyle,1368.17,780.39,0.43,Mid,False,56
SKU00854,Lifestyle,160.13,94.8,0.408,Mid,False,99
SKU00855,Lifestyle,2486.78,1411.88,0.432,Small,False,438
SKU00856,Apparel,4836.57,2853.11,0.41,Mid,False,104
SKU00857,Apparel,822.38,539.74,0.344,Mid,False,382
SKU00858,Apparel,448.84,295.04,0.343,Small,False,244
SKU00859,Lifestyle,610.69,377.03,0.383,Top,False,322
SKU00860,Beauty,448.01,294.1,0.344,Small,False,153
SKU00861,Electronics,1293.12,787.16,0.391,Small,False,320
SKU00862,Apparel,3381.72,1995.06,0.41,Mid,False,420
SKU00863,Lifestyle,641.29,432.65,0.325,Small,False,57
SKU00864,Beauty,458.91,296.28,0.354,Mid,False,392
SKU00865,Apparel,1204.7,861.55,0.285,Mid,False,209
SKU00866,Lifestyle,545.85,345.34,0.367,Mid,False,145
SKU00867,Apparel,1196.59,948.95,0.207,Mid,False,348
SKU00868,Apparel,2061.05,1245.36,0.396,Mid,False,458
SKU00869,Apparel,5000.11,3634.56,0.273,Top,False,58
SKU00870,Lifestyle,334.44,261.47,0.218,Small,False,293
SKU00871,Electronics,5391.45,2987.72,0.446,Small,False,28
