sku_id,category,base_price,cost,base_margin_pct,seller_tier,is_luxury,initial_stock,baseline_price,baseline_discount
SKU00344,Beauty,1764.08,1295.72,0.265,Small,False,397,1619.65,0.082
SKU00345,Apparel,781.27,459.05,0.412,Mid,False,288,573.81,0.266
SKU00346,Apparel,1732.49,1341.68,0.226,Small,False,30,1677.1,0.032
SKU00347,Beauty,1201.97,695.34,0.421,Mid,False,492,869.17,0.277
SKU00348,Beauty,483.53,305.66,0.368,Small,False,454,382.07,0.21
SKU00349,Home & Living,342.17,271.95,0.205,Small,False,287,339.94,0.007
SKU00350,Home & Living,2075.91,1298.84,0.374,Small,False,168,1623.55,0.218
SKU00351,Home & Living,1347.16,813.92,0.396,Top,False,275,1017.4,0.245
SKU00352,Apparel,3594.12,3038.47,0.155,Small,True,485,3798.09,-0.057
SKU00353,Beauty,617.74,518.62,0.16,Mid,False,63,648.27,-0.049
SKU00354,Lifestyle,1244.45,886.88,0.287,Small,False,203,1108.6,0.109
SKU00355,Lifestyle,1138.98,926.15,0.187,Mid,False,155,1157.69,-0.016
SKU00356,Apparel,504.07,278.65,0.447,Mid,False,468,352.85,0.3
SKU00357,Electronics,2433.09,1818.17,0.253,Mid,False,424,2272.71,0.066
SKU00358,Lifestyle,853.9,627.44,0.265,Mid,False,444,784.3,0.082
SKU00359,Apparel,3710.45,2984.74,0.196,Small,False,481,3730.92,-0.006
SKU00360,Electronics,16333.47,13678.01,0.163,Mid,False,94,17097.51,-0.047
SKU00361,Lifestyle,918.65,643.62,0.299,Mid,False,130,804.52,0.124
SKU00362,Apparel,2658.06,2037.73,0.233,Small,False,312,2547.16,0.042
SKU00363,Lifestyle,716.8,480.76,0.329,Small,False,240,600.95,0.162
SKU00364,Lifestyle,388.83,221.42,0.431,Small,False,74,291.62,0.25
SKU00365,Lifestyle,984.15,718.24,0.27,Small,False,207,897.8,0.088
SKU00366,Home & Living,586.71,410.39,0.301,Top,False,425,512.99,0.126
SKU00367,Lifestyle,1556.78,1099.23,0.294,Mid,False,369,1374.04,0.117
SKU00368,Electronics,1347.35,916.48,0.32,Top,False,135,1145.6,0.15
SKU00369,Beauty,1639.08,1262.23,0.23,Mid,False,217,1577.79,0.037
SKU00370,Lifestyle,1748.22,1373.57,0.214,Mid,False,217,1716.96,0.018
SKU00371,Home & Living,1974.03,1648.5,0.165,Mid,False,80,2060.62,-0.044
SKU00372,Home & Living,2014.91,1208.12,0.4,Small,False,369,1511.18,0.25
SKU00373,Home & Living,1119.31,715.93,0.36,Small,False,445,894.91,0.2
SKU00374,Home & Living,242.99,150.09,0.382,Mid,False,339,187.61,0.228
SKU00375,Beauty,857.54,595.9,0.305,Mid,False,250,744.87,0.131
SKU00376,Home & Living,3041.65,2502.72,0.177,Small,False,119,3128.4,-0.029
SKU00377,Lifestyle,1328.2,784.44,0.409,Small,False,171,996.15,0.25
SKU00378,Apparel,415.49,230.19,0.446,Mid,True,361,290.84,0.3
SKU00379,Electronics,2656.91,1660.21,0.375,Mid,False,201,2075.26,0.219
SKU00380,Apparel,837.87,673.18,0.197,Mid,False,247,841.47,-0.004
SKU00381,Beauty,1084.71,730.37,0.327,Mid,False,485,912.96,0.158
SKU00382,Lifestyle,404.61,289.09,0.286,Mid,False,451,361.36,0.107
SKU00383,Home & Living,916.09,575.35,0.372,Small,False,333,719.19,0.215
SKU00384,Home & Living,616.8,366.06,0.407,Small,False,440,462.6,0.25
SKU00385,Apparel,1452.29,1063.89,0.267,Mid,False,197,1329.86,0.084
SKU00386,Lifestyle,971.89,656.41,0.325,Top,False,105,820.51,0.156
SKU00387,Apparel,443.68,358.51,0.192,Small,False,105,448.14,-0.01
SKU00388,Apparel,1050.58,770.99,0.266,Mid,False,349,963.74,0.083
SKU00389,Beauty,698.58,470.51,0.326,Small,False,363,588.14,0.158
SKU00390,Lifestyle,4992.85,2913.73,0.416,Mid,False,118,3744.64,0.25
SKU00391,Beauty,604.84,379.59,0.372,Mid,False,385,474.49,0.216
SKU00392,Lifestyle,1619.28,899.32,0.445,Mid,False,98,1214.46,0.25
SKU00393,Home & Living,749.48,513.67,0.315,Small,False,45,642.09,0.143
SKU00394,Apparel,1505.51,1077.57,0.284,Top,False,63,1346.96,0.105
SKU00395,Apparel,458.98,342.87,0.253,Small,False,422,428.59,0.066
SKU00396,Apparel,995.69,606.06,0.391,Mid,False,495,757.57,0.239
SKU00397,Lifestyle,470.15,349.23,0.257,Mid,False,257,436.54,0.071
SKU00398,Apparel,406.93,243.09,0.403,Small,False,282,303.86,0.253
SKU00399,Lifestyle,1879.71,1129.06,0.399,Small,False,239,1411.32,0.249
SKU00400,Electronics,1609.01,973.88,0.395,Small,False,399,1217.35,0.243
SKU00401,Home & Living,2231.78,1875.42,0.16,Small,False,156,2344.28,-0.05
SKU00402,Home & Living,605.12,424.53,0.298,Small,False,82,530.66,0.123
SKU00403,Apparel,1341.81,868.02,0.353,Small,False,78,1085.02,0.191
SKU00404,Beauty,610.81,338.26,0.446,Small,False,300,422.82,0.308
SKU00405,Home & Living,657.57,553.7,0.158,Mid,False,284,692.12,-0.053
SKU00406,Home & Living,365.76,260.51,0.288,Small,False,447,325.64,0.11
SKU00407,Home & Living,1247.78,803.84,0.356,Mid,False,489,1004.8,0.195
SKU00408,Home & Living,1796.27,1168.59,0.349,Mid,False,296,1460.74,0.187
SKU00409,Beauty,1215.2,821.52,0.324,Small,False,357,1026.9,0.155
SKU00410,Lifestyle,692.62,516.24,0.255,Small,False,169,645.3,0.068
SKU00411,Lifestyle,1409.82,882.82,0.374,Top,False,400,1103.53,0.217
SKU00412,Lifestyle,1357.92,879.3,0.352,Small,False,175,1099.12,0.191
SKU00413,Lifestyle,1455.93,1233.93,0.152,Top,False,147,1542.41,-0.059
SKU00414,Lifestyle,446.98,338.92,0.242,Small,False,313,423.65,0.052
SKU00415,Apparel,3210.3,2635.92,0.179,Mid,False,271,3294.9,-0.026
SKU00416,Lifestyle,661.97,415.77,0.372,Small,False,270,519.71,0.215
SKU00417,Beauty,738.26,490.09,0.336,Mid,False,209,612.61,0.17
SKU00418,Apparel,402.15,339.03,0.157,Mid,False,300,423.79,-0.054
SKU00419,Apparel,1364.24,1148.46,0.158,Small,False,303,1435.58,-0.052
SKU00420,Beauty,572.85,480.53,0.161,Small,False,394,600.66,-0.049
SKU00421,Apparel,537.31,330.73,0.384,Mid,False,484,413.41,0.231
SKU00422,Electronics,10656.55,5900.76,0.446,Mid,False,108,7992.41,0.25
SKU00423,Home & Living,1689.59,961.96,0.431,Small,False,21,1267.19,0.25
SKU00424,Lifestyle,3394.58,2471.14,0.272,Small,False,146,3088.92,0.09
SKU00425,Lifestyle,2693.67,1712.06,0.364,Mid,False,286,2140.07,0.206
SKU00426,Home & Living,1096.11,884.24,0.193,Small,False,344,1105.3,-0.008
SKU00427,Electronics,1901.36,1466.46,0.229,Small,False,412,1833.08,0.036
SKU00428,Lifestyle,296.05,236.48,0.201,Small,False,84,295.6,0.002
SKU00429,Beauty,660.78,543.96,0.177,Mid,False,166,679.95,-0.029
SKU00430,Home & Living,1212.69,828.28,0.317,Small,False,326,1035.35,0.146
SKU00431,Apparel,1590.31,1197.39,0.247,Mid,False,95,1496.74,0.059
SKU00432,Apparel,2610.98,1946.92,0.254,Small,False,458,2433.65,0.068
SKU00433,Home & Living,607.21,496.36,0.183,Top,False,80,620.45,-0.022
SKU00434,Apparel,289.67,163.29,0.436,Mid,False,468,204.11,0.295
SKU00435,Apparel,6278.65,4338.06,0.309,Mid,False,196,5422.57,0.136
SKU00436,Apparel,666.78,367.83,0.448,Top,False,62,466.75,0.3
SKU00437,Home & Living,780.43,531.91,0.318,Mid,False,125,664.89,0.148
SKU00438,Electronics,476.04,394.89,0.17,Mid,False,56,493.61,-0.037
SKU00439,Electronics,2223.0,1809.43,0.186,Small,False,58,2261.79,-0.017
SKU00440,Apparel,2899.37,2205.49,0.239,Small,False,65,2756.86,0.049
SKU00441,Beauty,3268.9,2663.1,0.185,Small,False,464,3328.87,-0.018
SKU00442,Electronics,1133.9,903.87,0.203,Small,False,269,1129.84,0.004
SKU00443,Lifestyle,1912.79,1075.31,0.438,Small,False,165,1434.59,0.25
SKU00444,Beauty,1534.4,1020.61,0.335,Mid,False,166,1275.76,0.169
SKU00445,Apparel,2087.15,1401.05,0.329,Mid,False,277,1751.31,0.161
SKU00446,Lifestyle,1095.42,825.51,0.246,Mid,False,350,1031.89,0.058
SKU00447,Apparel,401.47,234.75,0.415,Mid,False,473,293.44,0.269
SKU00448,Beauty,1005.46,825.22,0.179,Top,False,315,1031.52,-0.026
SKU00449,Home & Living,1288.6,882.25,0.315,Top,False,482,1102.81,0.144
SKU00450,Beauty,4575.65,2685.45,0.413,Small,False,298,3356.81,0.266
SKU00451,Home & Living,873.83,703.92,0.194,Mid,False,448,879.9,-0.007
SKU00452,Electronics,1191.24,764.65,0.358,Small,False,207,955.81,0.198
SKU00453,Electronics,951.19,688.45,0.276,Small,False,42,860.56,0.095
SKU00454,Electronics,356.39,258.26,0.275,Mid,False,332,322.82,0.094
SKU00455,Beauty,1586.41,1116.05,0.296,Mid,False,440,1395.06,0.121
SKU00456,Home & Living,147.58,96.48,0.346,Mid,False,176,120.6,0.183
SKU00457,Apparel,2770.18,2018.9,0.271,Mid,False,411,2523.62,0.089
SKU00458,Apparel,671.25,413.07,0.385,Small,False,407,516.34,0.231
SKU00459,Beauty,1022.61,604.09,0.409,Top,False,382,755.11,0.262
SKU00460,Apparel,1397.31,835.6,0.402,Top,False,418,1044.5,0.252
SKU00461,Apparel,1037.58,685.96,0.339,Mid,False,153,857.45,0.174
SKU00462,Lifestyle,960.13,766.2,0.202,Small,False,96,957.75,0.002
SKU00463,Lifestyle,985.46,699.36,0.29,Mid,False,328,874.2,0.113
SKU00464,Home & Living,1374.1,937.32,0.318,Mid,False,435,1171.65,0.147
SKU00465,Lifestyle,1024.7,771.82,0.247,Mid,False,158,964.77,0.058
SKU00466,Apparel,347.26,227.17,0.346,Small,False,416,283.96,0.182
SKU00467,Lifestyle,132.1,112.04,0.152,Small,False,123,140.05,-0.06
SKU00468,Electronics,1590.97,1253.3,0.212,Mid,False,360,1566.62,0.015
SKU00469,Beauty,1439.14,1183.09,0.178,Mid,False,373,1478.86,-0.028
SKU00470,Lifestyle,1837.89,1304.93,0.29,Small,False,168,1631.16,0.112
SKU00471,Lifestyle,581.11,438.29,0.246,Mid,False,31,547.86,0.057
SKU00472,Home & Living,1062.41,886.83,0.165,Small,False,127,1108.54,-0.043
SKU00473,Apparel,1226.57,812.72,0.337,Mid,False,235,1015.9,0.172
SKU00474,Apparel,2308.78,1689.4,0.268,Small,False,484,2111.75,0.085
SKU00475,Home & Living,957.04,763.96,0.202,Small,False,279,954.95,0.002
SKU00476,Home & Living,1256.64,870.78,0.307,Small,False,347,1088.47,0.134
SKU00477,Home & Living,2541.22,2078.53,0.182,Top,False,313,2598.16,-0.022
SKU00478,Electronics,1698.22,949.71,0.441,Small,False,208,1273.66,0.25
SKU00479,Home & Living,985.14,745.08,0.244,Small,False,73,931.35,0.055
SKU00480,Apparel,732.85,542.14,0.26,Small,False,188,677.67,0.075
SKU00481,Electronics,4287.26,2736.93,0.362,Top,False,84,3421.16,0.202
SKU00482,Electronics,3015.05,2230.75,0.26,Top,False,160,2788.44,0.075
SKU00483,Lifestyle,1746.62,1362.08,0.22,Small,False,213,1702.6,0.025
SKU00484,Beauty,2575.29,1724.75,0.33,Small,False,279,2155.94,0.163
SKU00485,Apparel,858.27,500.63,0.417,Small,False,309,625.79,0.271
SKU00486,Beauty,644.84,374.19,0.42,Small,False,164,467.74,0.275
SKU00487,Apparel,1694.51,957.51,0.435,Top,False,130,1196.89,0.294
SKU00488,Electronics,4234.24,3425.59,0.191,Mid,False,234,4281.99,-0.011
SKU00489,Home & Living,1941.73,1255.23,0.354,Mid,False,340,1569.04,0.192
SKU00490,Apparel,856.36,527.33,0.384,Top,False,294,659.16,0.23
SKU00491,Lifestyle,89.31,64.82,0.274,Small,False,71,81.02,0.093
SKU00492,Lifestyle,1158.45,820.05,0.292,Mid,False,385,1025.06,0.115
SKU00493,Home & Living,1208.36,853.16,0.294,Mid,False,490,1066.45,0.117
SKU00494,Lifestyle,2991.48,2005.59,0.33,Mid,False,309,2506.99,0.162
SKU00495,Beauty,657.53,509.32,0.225,Mid,True,368,636.65,0.032
SKU00496,Beauty,1129.62,714.88,0.367,Small,False,325,893.6,0.209
SKU00497,Apparel,1467.9,843.77,0.425,Small,False,126,1054.71,0.281
SKU00498,Electronics,1740.27,1397.11,0.197,Mid,False,119,1746.39,-0.004
SKU00499,Home & Living,914.04,606.19,0.337,Small,False,198,757.74,0.171
SKU00500,Beauty,1670.3,1262.92,0.244,Mid,False,494,1578.65,0.055
SKU00501,Home & Living,509.71,319.22,0.374,Small,False,120,399.03,0.217
SKU00502,Home & Living,1388.72,1080.86,0.222,Small,False,450,1351.07,0.027
SKU00503,Home & Living,862.2,638.29,0.26,Small,False,420,797.86,0.075
SKU00504,Apparel,248.37,207.9,0.163,Small,False,322,259.88,-0.046
SKU00505,Beauty,2763.67,1522.41,0.449,Small,False,248,1903.01,0.311
SKU00506,Home & Living,1656.41,1333.58,0.195,Mid,False,348,1666.97,-0.006
SKU00507,Home & Living,1954.25,1541.65,0.211,Small,False,256,1927.06,0.014
SKU00508,Electronics,5689.64,3362.46,0.409,Small,False,293,4267.23,0.25
SKU00509,Lifestyle,759.78,549.89,0.276,Top,False,254,687.36,0.095
SKU00510,Apparel,4815.1,2732.22,0.433,Mid,False,63,3415.27,0.291
SKU00511,Beauty,420.68,346.35,0.177,Small,False,417,432.94,-0.029
SKU00512,Apparel,1879.19,1311.41,0.302,Mid,False,201,1639.26,0.128
SKU00513,Electronics,3276.49,1843.02,0.438,Mid,False,340,2457.37,0.25
SKU00514,Electronics,2683.33,2098.89,0.218,Small,False,123,2623.61,0.022
SKU00515,Beauty,1203.6,689.56,0.427,Mid,False,440,861.95,0.284
SKU00516,Electronics,4813.48,2672.76,0.445,Mid,False,52,3610.11,0.25
SKU00517,Lifestyle,1653.63,1192.59,0.279,Small,False,392,1490.74,0.099
SKU00518,Lifestyle,374.87,315.74,0.158,Small,False,476,394.68,-0.053
SKU00519,Apparel,1345.78,857.72,0.363,Mid,False,123,1072.15,0.203
SKU00520,Beauty,2515.8,1555.95,0.382,Mid,False,98,1944.94,0.227
SKU00521,Beauty,1972.43,1670.77,0.153,Mid,False,487,2088.46,-0.059
SKU00522,Apparel,4129.82,3464.22,0.161,Top,False,78,4330.27,-0.049
SKU00523,Lifestyle,1947.06,1565.74,0.196,Mid,False,358,1957.17,-0.005
SKU00524,Beauty,1223.15,970.37,0.207,Small,False,431,1212.96,0.008
SKU00525,Lifestyle,2703.5,1923.93,0.288,Top,False,193,2404.91,0.11
SKU00526,Beauty,487.21,289.5,0.406,Top,False,478,361.88,0.257
SKU00527,Beauty,258.92,201.52,0.222,Mid,False,65,251.9,0.027
SKU00528,Beauty,562.45,355.7,0.368,Small,False,221,444.62,0.209
SKU00529,Beauty,6241.11,5050.23,0.191,Mid,False,127,6312.79,-0.011
SKU00530,Home & Living,287.82,243.02,0.156,Small,False,30,303.77,-0.055
SKU00531,Apparel,543.7,402.86,0.259,Mid,False,206,503.57,0.074
SKU00532,Home & Living,1281.33,923.66,0.279,Mid,False,108,1154.57,0.099
SKU00533,Home & Living,667.29,369.62,0.446,Top,False,127,500.47,0.25
SKU00534,Lifestyle,632.5,520.15,0.178,Small,False,126,650.19,-0.028
SKU00535,Apparel,2316.34,1811.21,0.218,Mid,False,446,2264.01,0.023
SKU00536,Lifestyle,775.52,464.39,0.401,Small,False,361,581.64,0.25
SKU00537,Home & Living,2484.73,1951.32,0.215,Mid,False,175,2439.15,0.018
SKU00538,Electronics,2645.4,1958.41,0.26,Mid,False,271,2448.01,0.075
SKU00539,Beauty,3034.71,1900.17,0.374,Mid,False,383,2375.21,0.217
SKU00540,Lifestyle,1054.3,617.35,0.414,Mid,False,267,790.72,0.25
SKU00541,Home & Living,994.26,699.78,0.296,Mid,False,342,874.72,0.12
SKU00542,Apparel,1635.62,1269.7,0.224,Small,False,110,1587.12,0.03
SKU00543,Electronics,5413.51,3652.39,0.325,Small,False,276,4565.49,0.157
SKU00544,Beauty,215.9,178.22,0.175,Mid,False,222,222.77,-0.032
SKU00545,Lifestyle,1423.53,878.98,0.383,Mid,False,275,1098.72,0.228
SKU00546,Apparel,500.59,362.44,0.276,Small,False,422,453.05,0.095
SKU00547,Beauty,2020.49,1623.98,0.196,Mid,False,298,2029.97,-0.005
SKU00548,Apparel,885.36,619.1,0.301,Mid,False,60,773.88,0.126
SKU00549,Electronics,1417.75,1050.29,0.259,Mid,False,397,1312.86,0.074
SKU00550,Home & Living,1071.53,752.3,0.298,Mid,False,299,940.37,0.122
SKU00551,Home & Living,593.12,472.98,0.203,Small,False,452,591.23,0.003
SKU00552,Apparel,2639.81,1675.6,0.365,Mid,True,273,2094.5,0.207
SKU00553,Apparel,6944.32,3947.15,0.432,Mid,False,187,4933.94,0.29
SKU00554,Electronics,3972.39,2547.33,0.359,Mid,False,22,3184.16,0.198
SKU00555,Home & Living,2424.42,1799.38,0.258,Mid,False,416,2249.22,0.072
SKU00556,Apparel,483.93,310.14,0.359,Mid,False,430,387.67,0.199
SKU00557,Electronics,1501.19,1275.81,0.15,Mid,False,35,1594.76,-0.062
SKU00558,Lifestyle,517.24,345.49,0.332,Small,False,260,431.86,0.165
SKU00559,Apparel,3313.14,1842.77,0.444,Mid,False,484,2319.2,0.3
SKU00560,Home & Living,667.88,375.83,0.437,Mid,False,343,500.91,0.25
SKU00561,Home & Living,477.31,342.72,0.282,Small,False,210,428.4,0.102
SKU00562,Apparel,1302.3,860.54,0.339,Small,False,123,1075.67,0.174
SKU00563,Beauty,715.89,400.37,0.441,Top,False,89,500.46,0.301
SKU00564,Electronics,4250.08,3585.19,0.156,Small,False,82,4481.49,-0.054
SKU00565,Lifestyle,566.94,405.24,0.285,Mid,False,493,506.55,0.107
SKU00566,Beauty,4485.9,3525.3,0.214,Small,False,358,4406.62,0.018
SKU00567,Lifestyle,1227.33,901.81,0.265,Small,False,266,1127.26,0.082
SKU00568,Electronics,1544.28,1175.91,0.239,Small,False,396,1469.89,0.048
SKU00569,Apparel,154.7,99.42,0.357,Mid,False,259,124.27,0.197
SKU00570,Home & Living,2944.07,2107.4,0.284,Mid,False,398,2634.25,0.105
SKU00571,Home & Living,1590.49,1173.0,0.262,Mid,False,41,1466.25,0.078
SKU00572,Lifestyle,2245.35,1771.59,0.211,Mid,False,459,2214.49,0.014
SKU00573,Home & Living,340.82,204.1,0.401,Mid,False,31,255.62,0.25
SKU00574,Electronics,3451.45,2215.94,0.358,Mid,False,420,2769.92,0.197
SKU00575,Home & Living,2241.74,1640.17,0.268,Mid,False,52,2050.21,0.085
SKU00576,Electronics,1724.27,1172.21,0.32,Small,False,216,1465.26,0.15
SKU00577,Beauty,668.67,564.77,0.155,Small,False,234,705.96,-0.056
SKU00578,Beauty,367.86,248.49,0.324,Small,False,48,310.61,0.156
SKU00579,Electronics,1956.81,1649.85,0.157,Mid,False,77,2062.31,-0.054
SKU00580,Beauty,807.51,541.9,0.329,Small,False,444,677.37,0.161
SKU00581,Electronics,1057.0,773.35,0.268,Small,False,310,966.69,0.085
SKU00582,Electronics,2059.88,1310.57,0.364,Small,False,41,1638.21,0.205
SKU00583,Beauty,387.23,320.49,0.172,Top,False,167,400.61,-0.035
SKU00584,Apparel,1317.74,971.3,0.263,Small,False,309,1214.12,0.079
SKU00585,Lifestyle,2239.21,1534.32,0.315,Small,False,345,1917.9,0.143
SKU00586,Electronics,401.82,253.68,0.369,Small,False,432,317.1,0.211
SKU00587,Beauty,898.43,659.16,0.266,Mid,False,424,823.95,0.083
SKU00588,Electronics,893.65,649.04,0.274,Small,False,44,811.3,0.092
SKU00589,Beauty,330.89,274.93,0.169,Small,False,157,343.66,-0.039
SKU00590,Apparel,3430.23,2750.84,0.198,Mid,False,195,3438.55,-0.002
SKU00591,Lifestyle,3895.05,2524.43,0.352,Small,False,360,3155.54,0.19
SKU00592,Home & Living,989.09,672.79,0.32,Mid,False,112,840.99,0.15
SKU00593,Apparel,1235.01,927.74,0.249,Small,False,58,1159.67,0.061
SKU00594,Beauty,295.37,240.21,0.187,Small,True,82,300.26,-0.017
SKU00595,Apparel,821.15,556.27,0.323,Mid,False,35,695.34,0.153
SKU00596,Beauty,1747.56,1459.99,0.165,Small,False,294,1824.99,-0.044
SKU00597,Apparel,2082.14,1393.44,0.331,Small,False,110,1741.8,0.163
SKU00598,Apparel,574.54,327.8,0.429,Mid,False,409,409.75,0.287
SKU00599,Lifestyle,1979.23,1632.03,0.175,Small,False,357,2040.04,-0.031
SKU00600,Lifestyle,732.67,502.83,0.314,Small,False,382,628.54,0.142
SKU00601,Lifestyle,998.27,709.28,0.289,Mid,False,354,886.6,0.112
SKU00602,Beauty,2766.68,2206.21,0.203,Mid,False,204,2757.76,0.003
SKU00603,Electronics,528.06,364.81,0.309,Top,False,495,456.01,0.136
SKU00604,Beauty,3672.65,2862.21,0.221,Mid,False,404,3577.76,0.026
SKU00605,Home & Living,1034.57,813.13,0.214,Small,False,261,1016.41,0.018
SKU00606,Home & Living,447.93,355.76,0.206,Small,False,310,444.7,0.007
SKU00607,Home & Living,4462.42,2795.55,0.374,Small,False,397,3494.44,0.217
SKU00608,Home & Living,204.23,160.69,0.213,Mid,False,51,200.86,0.016
SKU00609,Home & Living,1576.59,1043.79,0.338,Mid,False,355,1304.74,0.172
SKU00610,Home & Living,2680.54,1556.78,0.419,Mid,False,128,2010.4,0.25
SKU00611,Apparel,1341.76,1010.46,0.247,Small,False,470,1263.08,0.059
SKU00612,Apparel,778.16,431.08,0.446,Mid,False,106,544.71,0.3
SKU00613,Beauty,436.22,255.3,0.415,Mid,True,469,319.12,0.268
SKU00614,Apparel,1813.13,1426.62,0.213,Mid,False,433,1783.27,0.016
SKU00615,Beauty,566.85,329.68,0.418,Mid,False,47,412.1,0.273
SKU00616,Electronics,730.77,438.52,0.4,Mid,False,146,548.15,0.25
SKU00617,Electronics,4527.88,3055.11,0.325,Mid,False,38,3818.89,0.157
SKU00618,Lifestyle,5316.18,3580.76,0.326,Small,False,432,4475.95,0.158
SKU00619,Apparel,2252.82,1665.79,0.261,Small,False,452,2082.24,0.076
SKU00620,Apparel,824.49,684.28,0.17,Mid,False,36,855.35,-0.037
SKU00621,Electronics,3974.54,2429.62,0.389,Small,False,328,3037.02,0.236
SKU00622,Lifestyle,828.87,607.89,0.267,Small,False,270,759.86,0.083
SKU00623,Apparel,5067.78,3834.23,0.243,Mid,True,175,4792.79,0.054
SKU00624,Lifestyle,2152.83,1670.15,0.224,Mid,False,105,2087.69,0.03
SKU00625,Home & Living,188.5,148.44,0.213,Mid,False,358,185.55,0.016
SKU00626,Home & Living,861.14,578.14,0.329,Mid,False,158,722.67,0.161
SKU00627,Beauty,2691.1,2208.13,0.179,Mid,False,41,2760.16,-0.026
SKU00628,Apparel,693.61,419.3,0.395,Small,False,135,524.12,0.244
SKU00629,Lifestyle,856.28,677.44,0.209,Mid,False,467,846.8,0.011
SKU00630,Home & Living,588.23,331.09,0.437,Mid,False,22,441.17,0.25
SKU00631,Apparel,606.85,401.05,0.339,Mid,False,141,501.31,0.174
SKU00632,Electronics,1725.52,1430.09,0.171,Mid,False,405,1787.61,-0.036
SKU00633,Lifestyle,851.13,673.54,0.209,Small,False,226,841.92,0.011
SKU00634,Beauty,994.8,720.54,0.276,Mid,False,387,900.67,0.095
SKU00635,Lifestyle,1069.36,633.17,0.408,Small,False,211,802.02,0.25
SKU00636,Lifestyle,3090.61,2058.3,0.334,Small,False,402,2572.88,0.168
SKU00637,Home & Living,1329.5,1033.84,0.222,Small,False,83,1292.3,0.028
SKU00638,Lifestyle,1190.53,959.3,0.194,Small,False,81,1199.12,-0.007
SKU00639,Beauty,4252.24,2684.37,0.369,Mid,False,59,3355.46,0.211
SKU00640,Apparel,839.93,679.04,0.192,Small,False,414,848.8,-0.011
SKU00641,Beauty,1194.6,794.22,0.335,Small,False,243,992.77,0.169
SKU00642,Apparel,681.49,487.13,0.285,Small,False,470,608.91,0.106
SKU00643,Lifestyle,390.44,237.11,0.393,Small,False,288,296.39,0.241
SKU00644,Lifestyle,488.68,389.54,0.203,Top,False,456,486.93,0.004
SKU00645,Home & Living,1768.45,1072.24,0.394,Top,False,376,1340.3,0.242
SKU00646,Lifestyle,1836.09,1092.81,0.405,Mid,False,184,1377.07,0.25
SKU00647,Electronics,2645.52,1485.97,0.438,Small,False,409,1984.14,0.25
SKU00648,Apparel,285.98,174.54,0.39,Small,False,474,218.17,0.237
SKU00649,Home & Living,1307.41,816.74,0.375,Small,False,275,1020.92,0.219
SKU00650,Home & Living,1287.79,1027.65,0.202,Small,False,464,1284.56,0.003
SKU00651,Lifestyle,1342.97,1140.57,0.151,Mid,False,162,1425.71,-0.062
SKU00652,Electronics,2574.69,1661.79,0.355,Small,False,478,2077.24,0.193
SKU00653,Apparel,1306.16,840.95,0.356,Small,False,185,1051.19,0.195
SKU00654,Beauty,3142.73,2592.69,0.175,Small,False,202,3240.86,-0.031
SKU00655,Home & Living,2356.39,1737.56,0.263,Small,False,157,2171.95,0.078
SKU00656,Apparel,5033.12,2872.9,0.429,Small,False,469,3591.12,0.287
SKU00657,Lifestyle,338.51,246.79,0.271,Small,False,129,308.49,0.089
SKU00658,Apparel,642.39,472.52,0.264,Small,False,168,590.65,0.081
SKU00659,Home & Living,2446.76,1870.62,0.235,Small,False,222,2338.27,0.044
SKU00660,Home & Living,1551.86,1241.25,0.2,Mid,False,201,1551.56,0.0
SKU00661,Apparel,4806.98,3649.17,0.241,Small,False,358,4561.46,0.051
SKU00662,Lifestyle,1002.96,795.43,0.207,Mid,False,123,994.29,0.009
SKU00663,Lifestyle,4902.03,3927.56,0.199,Mid,False,423,4909.45,-0.002
SKU00664,Lifestyle,653.92,364.55,0.443,Mid,False,226,490.44,0.25
SKU00665,Home & Living,456.48,306.1,0.329,Mid,False,312,382.62,0.162
SKU00666,Home & Living,11583.22,8603.71,0.257,Top,False,94,10754.64,0.072
SKU00667,Apparel,688.91,385.46,0.44,Mid,False,147,482.24,0.3
SKU00668,Lifestyle,886.33,552.97,0.376,Small,False,254,691.21,0.22
SKU00669,Electronics,3309.41,2104.64,0.364,Small,False,438,2630.8,0.205
SKU00670,Electronics,1050.95,646.2,0.385,Small,False,242,807.75,0.231
SKU00671,Home & Living,2596.07,1476.43,0.431,Mid,False,250,1947.05,0.25
SKU00672,Apparel,908.38,607.51,0.331,Small,False,432,759.39,0.164
SKU00673,Beauty,586.83,359.87,0.387,Mid,False,377,449.84,0.233
SKU00674,Home & Living,867.49,496.59,0.428,Mid,False,103,650.62,0.25
SKU00675,Home & Living,256.21,202.27,0.211,Mid,False,411,252.84,0.013
SKU00676,Electronics,1381.12,768.12,0.444,Small,False,47,1035.84,0.25
SKU00677,Apparel,694.27,425.69,0.387,Small,False,467,532.11,0.234
SKU00678,Beauty,1156.2,978.17,0.154,Mid,False,50,1222.71,-0.058
SKU00679,Electronics,5898.92,3487.11,0.409,Small,False,443,4424.19,0.25
SKU00680,Electronics,2506.52,1612.96,0.356,Top,False,335,2016.2,0.196
SKU00681,Apparel,937.56,601.86,0.358,Small,False,203,752.32,0.198
SKU00682,Apparel,513.53,311.82,0.393,Mid,False,479,389.77,0.241
SKU00683,Lifestyle,717.99,510.78,0.289,Small,False,356,638.47,0.111
SKU00684,Lifestyle,1905.44,1585.57,0.168,Top,False,488,1981.96,-0.04
